id,title,latitude_and_longitude,ratings,review,type,types,type_id,address,operating_hours,phone,website,service_options,popular_for,highlights,offerings,dining_options,amenities,atmosphere,crowd,payments,parking,pets,reserve_a_table,order_online,createdAt,updatedAt
"93","Easy Victor Cafe","40.7575809,-73.9981332","4.6","74","Coffee shop","Coffee shop","coffee_shop","517 W 38th St, New York, NY 10018","Closed ⋅ Opens 8 AM","(917) 596-0716","https://www.legacyrecordsrestaurant.com/","Takeout; Dine-in","Breakfast; Solo dining","Great coffee; Great tea selection","Coffee; Quick bite","Breakfast; Dessert","Restroom","Casual; Cozy; Trendy","","Credit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11f4pz1c8l&g2lbs=AO8LyOIM3Zt4KULlQcDMH6ct4jHKX3ub4EolE2aSgwZdX7OstIohWpKTGPgXvwCQwkfXE1X8Thsv5q3Nr7k9uD5S8fpjHdnAcw%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"94","Brooklyn Bagel & Coffee Company","40.7461674,-73.99764069999999","4.6","3689","Coffee shop","Coffee shop; Bagel shop; Sandwich shop","coffee_shop","286 8th Ave, New York, NY 10001","Closed ⋅ Opens 6:30 AM","(212) 924-2824","https://bkbagel.com/","Delivery; In-store pickup; Onsite services; Takeout; Dine-in","","","Coffee","Breakfast","Wi-Fi","","","Credit cards; Debit cards; NFC mobile payments","Free street parking; Paid street parking","","Quick visit","https://www.google.com/viewer/chooseprovider?mid=/g/1tmxggnl&g2lbs=AO8LyOKib4YLQWXlASwk94k9pSgnf4ziVbkuHcrO0_AMLyKF2k1YB_Bh3b-V46cdP-dTmcMrPB12bcPZk5BE8tyYgkw1A_davw%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tac","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"95","Blue Bottle Coffee","40.7531067,-74.001824","4.1","645","Coffee shop","Coffee shop; Cafe","coffee_shop","20 Hudson Yards #228, New York, NY 10018","Closed ⋅ Opens 7 AM","(510) 661-3510","https://bluebottlecoffee.com/","Delivery; Onsite services; Takeout; Dine-in","Breakfast; Good for working on laptop","Great coffee; Great tea selection","Coffee; Quick bite","Breakfast; Dessert","Restroom","Casual; Cozy; Trendy","Tourists","Credit cards; Debit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11h0gywr55&g2lbs=AO8LyOLidKHdDmd2NOFMNxpCYuGdFaxUlb-fbk1-Br7wmCOApYtOTuhiNkCa9thXx6U-_nTbS12b1_mwY_K9YoD4AG-GaiVNcA%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"96","Third Rail Coffee","40.7299991,-73.9995587","4.2","364","Coffee shop","Coffee shop; Espresso bar","coffee_shop","240 Sullivan St, New York, NY 10012","Closed ⋅ Opens 8 AM","(646) 580-9416","http://thirdrailcoffee.com/","Outdoor seating; Onsite services; Takeout; Dine-in","Breakfast","Great coffee; Great tea selection","Coffee; Organic dishes; Prepared foods; Quick bite; Vegan options; Vegetarian options","Breakfast; Dessert; Seating","","Casual; Cozy; Trendy","College students; LGBTQ+ friendly","Credit cards; Debit cards; NFC mobile payments","","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"97","Ground Central Coffee Company","40.7500253,-73.97181259999999","4.4","292","Coffee shop","Coffee shop","coffee_shop","800 2nd Ave, New York, NY 10017","Closed ⋅ Opens 8 AM","(646) 861-0015","http://www.groundcentral.com/","Takeout; Dine-in","Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Quick bite","Breakfast; Dessert; Seating","Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","Tourists","Credit cards; Debit cards; NFC mobile payments","","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"98","Think Coffee","40.733008999999996,-73.989712","4.1","847","Coffee shop","Coffee shop","coffee_shop","123 4th Ave, New York, NY 10003","Closed ⋅ Opens 8 AM","","http://www.thinkcoffee.com/","Onsite services; Takeout; Dine-in","Breakfast; Lunch; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Beer; Coffee; Prepared foods; Quick bite; Wine","Breakfast; Lunch; Dessert; Seating","Restroom; Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","College students; Family-friendly; Groups; LGBTQ+ friendly; Locals; Tourists","Credit cards; Debit cards; NFC mobile payments","Paid street parking","","","https://www.google.com/viewer/chooseprovider?mid=/g/1td4fgjs&g2lbs=AO8LyOKSLuCXkwoPQPkDT_HzJkSNzAJ46EZ1AA7Hk0KSD-6G9AxOJugzauLalOoqs9P0dgcVv3x-hcEMh-HtnZYB9HdzjVkNfA%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tac","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"99","A's Coffee Spot","40.7564395,-73.993372","4.1","21","Coffee shop","Coffee shop; Deli","coffee_shop","353 W 39th St, New York, NY 10018","Closed ⋅ Opens 6 AM","(718) 629-8355","","Delivery; Takeout; Dine-in","Breakfast; Lunch; Solo dining","Great coffee; Great tea selection","Coffee; Quick bite","Breakfast; Lunch; Dessert","","Casual","","Credit cards; Debit cards; NFC mobile payments","Paid street parking","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"100","Blue Bottle Coffee","40.7511917,-73.99214359999999","4","121","Coffee shop","Coffee shop; Cafe","coffee_shop","1 Pennsylvania Plaza #135, New York, NY 10119","Closed ⋅ Opens 7 AM","(510) 661-3510","","Outdoor seating; Delivery; Takeout; Dine-in","Solo dining","Great coffee; Great tea selection","Coffee; Quick bite","Dessert; Seating","Wi-Fi","Casual; Cozy; Trendy","Tourists","Credit cards; Debit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11qh2nzt9g&g2lbs=AO8LyOJleKLhsaJvkEThD9IQcwHiussTSSQObWoFEcbVKSO46ocxc2szAISYxIYgB-hkBqFvQW8DgFmn2CI4L-Ez-48WPNw_UQ%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"101","Bean & Bean Chelsea","40.7470077,-73.9970077","4.2","742","Coffee shop","Coffee shop; Breakfast restaurant; Brunch restaurant; Cafe; Cafeteria; Coffee roasters; Lunch restaurant; Snack bar","coffee_shop","318 8th Ave, New York, NY 10001","Closed ⋅ Opens 7 AM","(646) 869-2070","https://www.beannbeancoffee.com/","Delivery; Onsite services; Takeout; Dine-in","Breakfast; Lunch; Solo dining; Good for working on laptop","Fast service; Great coffee; Great tea selection","Alcohol; Beer; Coffee; Comfort food; Happy hour drinks; Happy hour food; Organic dishes; Prepared foods; Quick bite; Small plates; Vegetarian options; Wine","Breakfast; Brunch; Lunch; Dinner; Catering; Dessert; Seating","Restroom; Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","College students; Family-friendly; Groups; Tourists","Credit cards; Debit cards; NFC mobile payments","Paid street parking","","","https://www.google.com/viewer/chooseprovider?mid=/g/11b7ysz87n&g2lbs=AO8LyOLDceortNBM-r1E5xM4JONxW9oasIyEeTTc26eK9xJYT3sUucBBdcCu9Fe657XPCYNCaXFAhjtWxqsVECUQ_bGBpbZpJw%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"102","La Colombe Coffee Workshop","40.7257806,-74.0012273","4.3","241","Coffee shop","Coffee shop","coffee_shop","154 Prince St, New York, NY 10012","Closed ⋅ Opens 7 AM","(646) 690-7340","https://www.lacolombe.com/pages/cafes/prince-st?utm_source=google&utm_medium=organic&utm_campaign=gbp","Onsite services; Takeout; Dine-in","","Great coffee; Great tea selection","Coffee; Quick bite","Dessert","","Casual; Trendy","College students; Tourists","Credit cards; NFC mobile payments","","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"103","Birch Coffee","40.7434088,-73.9800824","4.4","291","Coffee shop","Coffee shop; Cafe","coffee_shop","432 3rd Ave, New York, NY 10016","Closed ⋅ Opens 7:30 AM","(212) 686-1444","","Onsite services; Takeout; Dine-in","Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Prepared foods","Breakfast; Dessert; Seating","","Casual; Trendy","College students","Credit cards; Debit cards; NFC mobile payments","Paid street parking","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"104","Le Cafe Coffee","40.7357843,-73.9927257","4.3","253","Coffee shop","Coffee shop; Cafe","coffee_shop","7 E 14th St, New York, NY 10003","Closed ⋅ Opens 7 AM","(212) 365-1060","http://www.lecafecoffee.com/","Delivery; Takeout; Dine-in","Breakfast; Solo dining","Great coffee; Great tea selection","Coffee; Comfort food; Quick bite","Breakfast; Lunch; Catering; Dessert","Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","College students; Family-friendly; Locals","Credit cards; Debit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/1q67wjyc6&g2lbs=AO8LyOIvRMDMHZi3ECK4y_J5I2MpfqMF-8cFk0kfEAGh0o1xC0aq9tTONL1RHhf4T5pp6Eo2P_O1gUGWxxqnva2zKt5DhwJNww%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=ta","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"105","Bluestone Lane Garment District Coffee Shop","40.7524811,-73.98795249999999","4.1","272","Coffee shop","Coffee shop; Bar; Cafe","coffee_shop","1375 Broadway, New York, NY 10018","Closed ⋅ Opens 6:30 AM","(718) 374-6858","https://bluestonelane.com/coffee-shops/garment-district-1375-broadway-new-york/?y_source=1_ODc5Mjg5MC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","Curbside pickup; Delivery; Takeout; Dine-in","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection; Live performances","Coffee; Quick bite; Vegetarian options","Breakfast; Brunch; Lunch; Catering; Dessert; Seating","Restroom; Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","LGBTQ+ friendly","Credit cards; Debit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11dfpqdzwd&g2lbs=AO8LyOKbomyMvBwCf9Hy0FLNa_2hGVvF7SroBz84635NYzBljXzq7KvyjnzBrfU-wxJPb2FwWngnJ9XjQOZrxQ9JMdX5bR3ChA%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"106","Le Cafe Coffee","40.7592479,-73.9960668","4.4","145","Coffee shop","Coffee shop","coffee_shop","561 10th Ave, New York, NY 10036","Closed ⋅ Opens 6:30 AM","","https://lecafecoffee.com/","Onsite services; Takeout; Dine-in","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Quick bite","Breakfast; Brunch; Dessert","Wi-Fi","Casual; Cozy; Trendy","Locals","Credit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11kr_dpfzn&g2lbs=AO8LyOILRMitnVZekJGoH-DKBCXu7tyB2cdEzpwXShHbJ2kHO03w_aQ2V4_faPMJFfIS_P1FiH_W6JB-t3Ld8zRMAWC_293WdQ%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"107","Cafe by the Girls Colombian Coffee","40.7485687,-74.0055397","4.4","168","Coffee shop","Coffee shop","coffee_shop","537a W 23rd St, New York, NY 10011","Closed ⋅ Opens 7:30 AM","(212) 419-9229","https://cafebythegirls.com/","Outdoor seating; Curbside pickup; No-contact delivery; Delivery; Onsite services; Takeout; Dine-in","Breakfast; Lunch; Solo dining","Great coffee; Great tea selection","Coffee; Healthy options; Organic dishes; Prepared foods; Quick bite","Breakfast; Brunch; Lunch; Catering; Dessert; Seating","Gender-neutral restroom; Restroom; Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","Family-friendly; LGBTQ+ friendly","Credit cards; Debit cards; NFC mobile payments","","Dogs allowed outside","","https://www.google.com/viewer/chooseprovider?mid=/g/11sfdhwvg3&g2lbs=AO8LyOK53pje6X4F1eNKgtrdFDgRN6GheZTtIi5cx742Kly8JUU4pI6Hk8DBslMl8bXFT5Lv_X_7Pclb15J7_zQ34H6ulfKLOw%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"108","Gregorys Coffee","40.7554516,-73.978256","4.2","383","Coffee shop","Coffee shop","coffee_shop","12 E 46th St, New York, NY 10017","Closed ⋅ Opens 8 AM Sat","(877) 231-1094","https://gregoryscoffee.com/","Delivery; Takeout","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Quick bite; Vegan options","Breakfast; Brunch; Lunch; Catering; Seating","Wi-Fi","Casual; Cozy; Trendy","Tourists","Credit cards","","","","https://www.google.com/viewer/chooseprovider?mid=/g/1hc1wqk2c&g2lbs=AO8LyOJtl7hX9hGxewqBZ-HeFyAlzlm0N0Bmj-wOXhoKDs7jDX5T_0SfPo4hpxvbweiaOuOC-rcGPntBfw4q5B0_sP7VmPxHJgn-LPmr0KdZgxi8WYyUypE%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"109","Stone Street Coffee","40.7436115,-74.0031156","4.4","30","Coffee shop","Coffee shop","coffee_shop","134 9th Ave, New York, NY 10011","","","https://stonestreetcoffee.com/","Takeout; Dine-in","Solo dining","Great coffee; Great tea selection","Coffee; Quick bite","Dessert","","Casual; Cozy; Trendy","Locals","Credit cards; NFC mobile payments","","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"110","Le Cafe Coffee","40.743368499999995,-73.9837146","4.4","112","Coffee shop","Coffee shop","coffee_shop","407 Park Ave S, New York, NY 10016","Closed ⋅ Opens 7 AM","(646) 850-0684","http://www.lecafecoffee.com/","Outdoor seating; No-contact delivery; Delivery; Takeout; Dine-in","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Quick bite; Small plates; Vegetarian options","Breakfast; Brunch; Lunch; Catering; Dessert; Seating","Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","Family-friendly","Credit cards; Debit cards; NFC mobile payments","Paid street parking","","","https://www.google.com/viewer/chooseprovider?mid=/g/11gl10_lzq&g2lbs=AO8LyOKiqS7SZeopTF7PkYq6HOSIKTij4EmFaprT-6l9J81DH93JgKrTBsfDZUphBzjrkLEAn1UTHAAyWP4Vq4uxvS_VaeikKD7mYpAqbLV2Q27nEyuAgkM%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"111","Gregorys Coffee","40.757971,-73.9694241","4.3","147","Coffee shop","Coffee shop","coffee_shop","880 3rd Ave, New York, NY 10022","Closed ⋅ Opens 7 AM Mon","(877) 212-5813","https://gregoryscoffee.com/","Delivery; Onsite services; Takeout","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Quick bite; Vegan options","Breakfast; Brunch; Lunch; Catering; Seating","Wi-Fi","Casual; Cozy; Trendy","Groups; Tourists","Credit cards","Paid street parking","","","https://www.google.com/viewer/chooseprovider?mid=/g/11fx8zrlb5&g2lbs=AO8LyOJ7EXJ__4Z1z83DQvvfui50bVnoQk9gWqpauS4EN9d9ecTvng5nNQ5au_GseIjFnssMUaP9Wlarku5_s7FCw7CamRbb525QEY-vDF4cOXTp8nbVLcI%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"112","Hidden Grounds Chai & Coffee House","40.745177999999996,-74.030598","4.5","235","Espresso bar","Espresso bar; Bakery; Breakfast restaurant; Brunch restaurant; Tea house","espresso_bar","700 Garden St, Hoboken, NJ 07030","Closed ⋅ Opens 8 AM","(848) 301-1680","http://www.thehiddengrounds.com/","Outdoor seating; No-contact delivery; Delivery; Onsite services; Takeout; Dine-in","Breakfast; Solo dining","Great coffee; Great tea selection; Live performances","Coffee; Comfort food; Organic dishes; Prepared foods; Quick bite; Small plates; Vegetarian options","Breakfast; Brunch; Lunch; Dessert; Seating","Restroom; Wi-Fi; Free Wi-Fi","Casual; Cozy; Quiet; Trendy","College students; Family-friendly; LGBTQ+ friendly; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","","Dogs allowed; Dogs allowed inside; Dogs allowed outside","","https://www.google.com/viewer/chooseprovider?mid=/g/11ght9hdb3&g2lbs=AO8LyOKUCxtbQXpeVyDLybHqLphEgdyIdNIlP6ch8yARJ2P_0vJ0IR7JgdNrk8f6FxuZAmovIHkkdfPLWiktBuU9LOyPibzSY-glIpqoQO6CHXBe-tus_X4%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"113","Starbucks","40.760751299999995,-73.9838202","3.9","506","Coffee shop","Coffee shop; Breakfast restaurant; Cafe; Coffee store; Espresso bar; Internet cafe","coffee_shop","750 7th Ave, New York, NY 10019","Open ⋅ Closes 11 PM","(212) 974-0032","https://www.starbucks.com/store-locator/store/11631/","No-contact delivery; Delivery; Takeout; Dine-in","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Organic dishes; Prepared foods; Quick bite; Small plates","Breakfast; Lunch; Dessert","Restroom; Wi-Fi; Free Wi-Fi","Casual; Trendy","College students; Family-friendly; Tourists; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","","","Usually a wait","https://www.google.com/viewer/chooseprovider?mid=/g/1tr7dq37&g2lbs=AO8LyOJNqrgQaRUPIjH0zCttQ9ImxaG0B7DxCgbFTm0xt-f222OcPkano26jVZ_IR7HxknHo_b3EhvczKV2AHzUI_HaH9psPSRR6y574Y3XE85n9OdH-gm0%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5K","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"114","Birch Coffee","40.750729,-73.9952215","4.2","77","Coffee shop","Coffee shop","coffee_shop","423 8th Ave Kiosk A2, New York, NY 10001","Closed ⋅ Opens 6:30 AM","(212) 686-1444","https://shop.birchcoffee.com/pages/visit","Takeout; Dine-in","Breakfast; Solo dining","Great coffee; Great tea selection","Coffee; Quick bite","Breakfast; Dessert","","Casual; Cozy; Trendy","Locals","Credit cards; NFC mobile payments","","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"115","Yuki's Coffee & Bakery","40.74695,-74.038005","4.7","239","Coffee shop","Coffee shop; Bakery","coffee_shop","720 Monroe St Store - E101, Hoboken, NJ 07030","Closed ⋅ Opens 8 AM","(201) 455-6401","https://www.yukisbakery.com/","Delivery; In-store pickup; Onsite services; Takeout; Dine-in","","","Coffee","Breakfast","","","LGBTQ+ friendly","Credit cards; Debit cards; NFC mobile payments","","","Quick visit","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"116","Joe Coffee Company","40.753461099999996,-73.9843072","4.3","167","Coffee shop","Coffee shop","coffee_shop","Structure #9, 55 W 40th St Kiosk #4, New York, NY 10018","Closed ⋅ Opens 8 AM","(646) 933-8818","https://joecoffeecompany.com/","Outdoor seating; Takeout; Dine-in","Breakfast; Solo dining","Fast service; Great coffee; Great tea selection","Coffee; Quick bite","Breakfast; Dessert; Seating","Wi-Fi","Casual; Cozy; Trendy","Family-friendly; LGBTQ+ friendly; Locals; Tourists; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11dyzm1pv9&g2lbs=AO8LyOKB0opNZKtgpGdNmF55iPtRmYxEt6ua3jtznCWXT9slPEp2h92dzBwUYZ1GFOgp7bLLw7sMw9amHsJzftr1HVFMJxsZPWB2HIeQZOw21bq8TNrdMyQ%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"117","Gregorys Coffee","40.7598266,-73.9913771","4.1","228","Coffee shop","Coffee shop","coffee_shop","630 9th Ave, New York, NY 10036","Closed ⋅ Opens 7 AM Sat","(877) 212-7153","https://gregoryscoffee.com/","Delivery; Onsite services; Takeout","Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Quick bite; Vegan options","Breakfast; Brunch; Lunch; Catering; Seating","Wi-Fi","Casual; Cozy; Trendy","Locals","Credit cards","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11g9vsbm1t&g2lbs=AO8LyOJY_FFwyUSCZXNKCwjp7oJwnVkWsmyDYeaTvuSVzYS3cCiBHLDQfwHkaQYd48gPPcHDQM8R-8dCEy7RojXf_PDFTDDkjhdyGeudgPv7-c9Bqn3nOwQ%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"118","Birch Coffee","40.738433099999995,-74.0002196","4.5","350","Coffee shop","Coffee shop","coffee_shop","56 7th Ave, New York, NY 10011","Closed ⋅ Opens 7:30 AM","(212) 686-1444","http://www.birchcoffee.com/","Takeout; Dine-in","Good for working on laptop","Great coffee; Great tea selection","Coffee; Prepared foods; Quick bite; Vegetarian options","Dessert; Seating","Wi-Fi","Casual; Cozy; Trendy","College students","Credit cards; Debit cards; NFC mobile payments","","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"119","City Cafe","40.7550155,-73.9820692","4.5","214","Cafe","Cafe; Caterer; Deli; Pizza delivery; Pizza restaurant","cafe","35 W 43rd St, New York, NY 10036","Open ⋅ Closes 7 PM","(212) 764-0444","https://www.citycafesnyc.com/","Curbside pickup; No-contact delivery; Delivery; Takeout; Dine-in","Breakfast; Lunch; Dinner; Solo dining","Fast service; Great coffee","Alcohol; Beer; Coffee; Comfort food; Quick bite; Vegetarian options","Breakfast; Brunch; Lunch; Dinner; Catering; Dessert; Seating","Restroom; Wi-Fi; Free Wi-Fi","Casual; Cozy","Family-friendly","Credit cards; Debit cards; NFC mobile payments","Paid street parking","","","https://www.google.com/viewer/chooseprovider?mid=/g/1td1wc51&g2lbs=AO8LyOJrFaw_F4vDYN1-MTDqWQdO6kc8UZR9z05vSCVLk9peL22gGWX1R4QxKgsg8EPyCTSOX-3iZU4Vk4P0rZoBJgDm6kv_cHnBGYgtws3QefuCaD8mBDY%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5K","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"120","Think Coffee","40.728338,-73.995286","4.1","1055","Coffee shop","Coffee shop; Cafe; Dessert shop; Sandwich shop","coffee_shop","248 Mercer St, New York, NY 10012","Closed ⋅ Opens 9 AM","","http://www.thinkcoffee.com/","Delivery; Onsite services; Takeout; Dine-in","Breakfast; Lunch; Solo dining; Good for working on laptop","Fast service; Great coffee; Great tea selection","Alcohol; Beer; Coffee; Late-night food; Prepared foods; Quick bite; Vegetarian options; Wine","Breakfast; Lunch; Dessert; Seating","Gender-neutral restroom; Restroom; Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","College students; Family-friendly; Groups; LGBTQ+ friendly; Tourists; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"121","Ground Central Coffee Company","40.7568882,-73.98200969999999","4.2","126","Coffee shop","Coffee shop","coffee_shop","1166 6th Ave, New York, NY 10036","Closed ⋅ Opens 8 AM","(646) 455-0530","http://groundcentral.com/","Takeout; Dine-in","Solo dining","Great coffee; Great tea selection","Coffee; Prepared foods; Quick bite; Vegetarian options","Dessert","","Casual; Cozy; Trendy","Locals","Credit cards; Debit cards; NFC mobile payments","","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"122","Blue Bottle Coffee","40.7386586,-73.98727889999999","4","303","Coffee shop","Coffee shop; Cafe","coffee_shop","257 Park Ave S, New York, NY 10010","Closed ⋅ Opens 6:30 AM","(510) 661-3510","https://bluebottlecoffee.com/","Outdoor seating; Delivery; Takeout; Dine-in","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Quick bite","Breakfast; Dessert; Seating","Restroom; Wi-Fi","Casual; Cozy; Trendy","Tourists","Credit cards; Debit cards; NFC mobile payments","Paid street parking","","","https://www.google.com/viewer/chooseprovider?mid=/g/11h4lc8jn_&g2lbs=AO8LyOIPCOIkHKnfQ9VHoHUp4AzVU5tQ5a_l-_WUxt3gi1VYfSmS2_m2BNBR5WmyD8Tm6Kd47E765tutQInc2SHW_jPkT0468w%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
